編號,場所名稱,投(開)票所地址,所屬里別,所屬鄰別
0685,龍潭國小,永康區龍潭里龍潭街２１４號,龍潭里,"12-21,37,41"
0686,龍潭國小,永康區龍潭里龍潭街２１４號,龍潭里,"10,22-23,25"
0687,龍潭國小,永康區龍潭里龍潭街２１４號,龍潭里,"1,26-30,32-33"
0688,龍潭國小,永康區龍潭里龍潭街２１４號,龍潭里,"34-36,38"
0689,龍潭國小,永康區龍潭里龍潭街２１４號,龍潭里,"11,31,39-40,42"
0690,龍潭國小,永康區龍潭里龍潭街２１４號,龍潭里,43-45
0691,開天宮旁會議室,永康區王行里育樂街１８０號左邊,王行里,"1-9,15-16"
0692,王行里活動中心,永康區王行里王行路８６６巷２９弄１１８號,王行里,10-14
0693,烏竹里活動中心,永康區烏竹里烏竹北街８５號,烏竹里,1-13
0694,烏竹里活動中心,永康區烏竹里烏竹北街８５號,烏竹里,14-21
0695,西勢國小,永康區西勢里富強路１段２７８號,西勢里,"1-9,18,31"
0696,西勢國小,永康區西勢里富強路１段２７８號,西勢里,"10-16,25-29"
0697,西勢國小,永康區西勢里富強路１段２７８號,西勢里,"17,22-24"
0698,西勢國小,永康區西勢里富強路１段２７８號,西勢里,"19-21,30"
0699,福安宮(１樓),永康區新樹里富強路２段３０６號,新樹里,1-4
0700,新樹里活動中心,永康區新樹里富強路２段９８號,新樹里,5-12
0701,大灣社區發展協會,永康區大灣里大安街３１８巷２５號,大灣里,1-10
0702,大灣國小,永康區大灣里大灣路２８３號,大灣里,"11-12,14-24"
0703,大灣高級中學,永康區大灣里文賢街６８巷１號,大灣里,"13,25-31"
0704,大灣國小,永康區大灣里大灣路２８３號,東灣里,"1-17,19"
0705,大灣國小,永康區大灣里大灣路２８３號,東灣里,"18,20-27,31"
0706,大灣國小,永康區大灣里大灣路２８３號,東灣里,"28-30,32-37"
0707,大灣國小,永康區大灣里大灣路２８３號,西灣里,1-17
0708,崑山國小,永康區崑山里國光五街７２號,西灣里,"22-23,39-43"
0709,慈勝宮,永康區西灣里公園路７巷２３號,西灣里,"18-20,26-3221,24-25"
0710,西灣里活動中心,永康區西灣里永華路２０１巷１２號,西灣里,",33-38,53"
0711,西灣里活動中心,永康區西灣里永華路２０１巷１２號,西灣里,44-52
0712,老人活動中心,永康區南灣里大灣二街７１巷１８弄３０號,南灣里,"1-10,41-43"
0713,北極殿(右室),永康區南灣里立興街７４巷２號,南灣里,11-23
0714,北極殿(左室),永康區南灣里立興街７４巷２號,南灣里,24-40
0715,崑山科技大學,永康區崑山里大灣路９４９號,崑山里,1-17
0716,崑山國小,永康區崑山里國光五街７２號,崑山里,18-24
0717,崑山國小,永康區崑山里國光五街７２號,崑山里,25-32
0718,崑山國小,永康區崑山里國光五街７２號,崑山里,33-41
0719,崑山國小,永康區崑山里國光五街７２號,崑山里,42-48
0720,國聖宮(右室),永康區北灣里大同街１００號,北灣里,"1,3,26-28"
0721,國聖宮(左室),永康區北灣里大同街１００號,北灣里,"7-10,25,30-32,41"
0722,清水宮會議室,永康區北灣里文賢街４２２巷１８－１號,北灣里,"18-20,37,39-402,4-6,"
0723,嘉南農田水利會西勢工作站,永康區北灣里亯義街７８號,北灣里,"23-24,29,33"
0724,北灣社區發展協會活動中心,永康區北灣里文賢街３３２號,北灣里,"11-17,21,34"
0725,上恩帅兒園,永康區北灣里大灣路４０巷７６號,北灣里,"22,35-36,38"
0726,復興里活動中心,永康區復興里復興路３５６巷１３號,復興里,"1-9,25-27"
0727,基督教台灣亯義教會靈糧堂,永康區復興里復興路２４６巷７號,復興里,"10-24,28-30"
0728,光復里籃球場活動中心,永康區光復里復國路５１號,光復里,全里
0729,影三華廈禮堂,永康區建國里復國路６２號,建國里,1-8
0730,影三華廈禮堂,永康區建國里復國路６２號,建國里,9-32
0731,復國里活動中心,永康區復國里復國二路４６號,復國里,1-6
0732,復國里活動中心,永康區復國里復國二路４６號,復國里,7-12
0733,復國里活動中心〈2樓〉,永康區復國里復國二路４６號,復國里,13-18
0734,日上汽車駕駛訓練班,永康區復國里復華三街９５號,復國里,19-24
0735,傑尼爾帅兒園,永康區復國里復國一路１９７號,復國里,25-30
0736,伊甸園帅兒園,永康區復國里復國一路２３６號,復國里,31-36
0737,永亯國小,永康區復華里復華七街１６６號,復華里,1-6
0738,永亯國小,永康區復華里復華七街１６６號,復華里,7-13
0739,永亯國小,永康區復華里復華七街１６６號,復華里,14-18
0740,永亯國小,永康區復華里復華七街１６６號,復華里,19-23
0741,永亯國小,永康區復華里復華七街１６６號,復華里,24-29
0742,永亯國小,永康區復華里復華七街１６６號,復華里,30-35
0743,永亯國小,永康區復華里復華七街１６６號,復華里,36-41
0744,永仁高中,永康區神洲里忠孝路７４號,神洲里,全里
0745,精忠新城A2棟閱覽室,永康區成功里中華路５８巷５８號１樓,成功里,1-23
0746,基督真光教會,永康區成功里中華一路３９巷９６號,成功里,24-45
0747,中華里活動中心,永康區中華里忠勇街５１號,中華里,1-14
0748,中華里活動中心,永康區中華里忠勇街５１號,中華里,15-25
0749,永仁高中,永康區神洲里忠孝路７４號,中興里,1-17
0750,中興里活動中心,永康區中興里中興街４０號,中興里,18-27
0751,勝利里活動中心,永康區勝利里勝華街３７巷３９號,勝利里,"20,37"
0752,勝利里活動中心,永康區勝利里勝華街３７巷３９號,勝利里,"21-23,38-41"
0753,勝利國小,永康區勝利里勝學路１１１號,勝利里,"1-6,34-36"
0754,勝利國小,永康區勝利里勝學路１１１號,勝利里,"11-19,24-25"
0755,湯山新城活動中心,永康區勝利里小東路４２３巷６號,勝利里,"7-10,26-33"
0756,東和里活動中心,安南區東和里６鄰長和路１段８０５號,東和里,"全里1,3-4,6,"
0757,南社區活動中心,安南區南里３鄰環福街１１７號,南里,"8-9,11-12,20-23,27-292,5,7,10"
0758,南里活動中心,安南區南里２鄰安昌街１３０號,南里,",13-19,24-26,30-32"
0759,州南社區活動中心,安南區州南里５鄰安和路４段５３７巷４６號,州南里,"1-5,9-10,14-15,29"
0760,保安宮,安南區州南里７鄰長和路３段９６號,州南里,"6-8,20-2611-13,"
0761,國立台南啟智學校(小丙班),安南區州南里１２鄰長和路２段７４號,州南里,"16-19,27-28"
0762,慈安宮,安南區安順里８鄰安和路４段２５巷３２號,安順里,"1-2,4-9,11-12,163,10,"
0763,安順里活動中心,安南區安順里１５鄰育安街２１１號,安順里,"13-15,17-24"
0764,州北里集會所,安南區州北里６鄰安和路５段１７１巷４７弄３８號,州北里,"1-13,25-26,32"
0765,州北里活動中心,安南區州北里１６鄰安昌街２２號,州北里,"14-24,27-31"
0766,新順里活動中心(側門),安南區新順里９鄰慶安路２２０巷５號,新順里,1-8
0767,新順里活動中心(正門),安南區新順里９鄰慶安路２２０巷５號,新順里,9-16
0768,保和宮(右室),安南區新順里４鄰慶安路２５５號,新順里,17-25
0769,保山宮(左室),安南區頂安里３鄰怡安路１段３８５巷４６號,頂安里,1-10
0770,保山宮(右室),安南區頂安里３鄰怡安路１段３８５巷４６號,頂安里,11-20
0771,安慶里活動中心,安南區安慶里３鄰長溪路１段１６８巷１３３號,安慶里,1-10
0772,保鎮宮,安南區安慶里５鄰長溪路１段１６８巷１９２號,安慶里,"11,13,27-32"
0773,慈雲宮活動中心,安南區安慶里１９鄰安中路１段１８９巷６３弄６之１號,安慶里,"12,14-26"
0774,溪北里活動中心,安南區溪北里４鄰文安街６６號,溪北里,4-14
0775,森林故鄉A區休閒室,安南區溪北里１９鄰郡安路４段７６號,溪北里,"1-3,15-24"
0776,安和社區活動中心,安南區安和里１５鄰安和路１段９６巷４６號,安和里,全里
0777,安西里活動中心(左側),安南區安西里１８鄰安西路１０１號,安西里,"1-11,15-16"
0778,安西里活動中心(右側),安南區安西里１８鄰安西路１０１號,安西里,"12-14,17-18"
0779,溪東、溪頂里活動中心(東側)溪東、溪頂里,安南區溪頂里７鄰府安路４段２２０號,溪頂里,"2-7,12-14,16-19"
0780,活動中心(溪頂社區巡守隊會議室),安南區溪頂里７鄰府安路４段２２０號,溪頂里,"1,8-11,15,23-25"
0781,長谷鳳凰城B區會議室,安南區溪頂里２７鄰郡安路４段２７８巷１５弄１號,溪頂里,"20-22,26-30"
0782,安東里活動中心(北側),安南區安東里１７鄰安和路１段４７８巷２弄１２０號,安東里,"1-2,7,16-24"
0783,安東里活動中心(南側),安南區安東里１７鄰安和路１段４７８巷２弄１２０號,安東里,"3-6,8-15"
0784,鳳凰里活動中心(左側),安南區鳳凰里９鄰安中路１段７００巷１號,鳳凰里,"1-12,27-28"
0785,鳳凰里活動中心(正門),安南區鳳凰里９鄰安中路１段７００巷１號,鳳凰里,13-26
0786,梅花里活動中心,安南區梅花里１鄰安中路１段５５７巷２５號,梅花里,"1-4,7-10,13,17,19-20"
0787,安慶國小(2年6班),安南區梅花里１６鄰安中路１段７０３巷８０號(司令台後斜坡進入）,梅花里,"5-6,11-12,14-16,18,21-22"
0788,安慶國小(2年8班),安南區梅花里１６鄰安中路１段７０３巷８０號(請由大安街６８０巷後門進入),理想里,"1-6,12,19-22"
0789,理想、大安聯合社區活動中心(側門),安南區理想里１５鄰大安街１３５號,理想里,"7-11,13-18"
0790,理想、大安聯合社區活動中心(正門),安南區理想里１５鄰大安街１３５號,大安里,1-9
0791,大安社區里民歌唱聯誼會,安南區理想里１８鄰大安街３０１號後方鐵皮屋,大安里,10-19
0792,慶興宮,安南區原佃里５鄰本原街１段１６０號,原佃里,全里
0793,鎮安宮(左室),安南區長安里８鄰長溪路３段４６６號,長安里,"1-10,19,22-23"
0794,長安社區活動中心,安南區長安里２０鄰長溪路３段３７８號,長安里,"11-18,20-21"
0795,清水寺,安南區公親里３鄰公學路１段２２８號,公親里,全里
0796,布袋里活動中心,安南區布袋里３鄰長和路４段２３１巷６０弄４１號,布袋里,全里
0797,興安宮,安南區總頭里１１鄰長溪路２段５６１號,總頭里,全里
0798,南興社區活動中心,安南區南興里２鄰安興街４３５巷２號,南興里,全里
0799,學東里活動中心,安南區學東里１１鄰公學路６段６６１號,學東里,全里
0800,公里活動中心,安南區公里８鄰育英街１１６號,公里,全里
0801,南天宮(右室),安南區佃東里９鄰公學路４段２１２號,佃東里,1-12
0802,神榕會議室,安南區佃東里２０鄰公學路４段５４巷７３之１號,佃東里,13-23
0803,安佃國小(2年乙班),安南區佃西里１３鄰海佃路４段４９３號,佃西里,全里
0804,天主教臺南教區安南傳道所(天主之母堂),安南區淵西里３鄰安中路４段２９０巷２３１號,淵西里,1-8
0805,娘親帅兒園,安南區淵西里１２鄰安中路４段２４０巷１１號,淵西里,9-16
0806,海西里活動中心,安南區海西里１２鄰海環街１８６號,海西里,"1-2,11-16"
0807,海尾朝皇宮(右室),安南區海西里７鄰海中街１０１巷１０號,海西里,3-10
0808,台南市立第五帅兒園(海尾托兒所),安南區海東里８鄰海佃路２段５０９巷６５號,海東里,"1-5,7-12"
0809,安慶國小(2年5班),安南區梅花里１６鄰安中路１段７０３巷８０號(請由同安路１６６巷口樓梯坡道進入),海東里,"13-16,18-22"
0810,安慶國小(2年4班),安南區梅花里１６鄰安中路１段７０３巷８０號(請由同安路１６６巷口樓梯坡道進入),海東里,"6,17,23-24"
0811,安南國中(補校辦公室),安南區淵東里１６鄰安中路３段２５２號,溪心里,"1-2,9-11,13,18"
0812,嘉南農田水利會安南工作站,安南區溪心里３鄰安中路２段３１６號,溪心里,"3,8,12,16-17"
0813,溪心里活動中心,安南區溪心里１８鄰功安一街１６２號,溪心里,"4-7,14-15,194,8,"
0814,淵東里活動中心,安南區淵東里４鄰智安二街７０號,淵東里,"10-12,14,16-17"
0815,朝興宮(右室),安南區淵東里６鄰本原街３段２２８號,淵東里,"1-3,5-7,9,13,15"
0816,海東國小(1年1班),安南區淵中里１鄰安中路３段３８１號,淵中里,1-9
0817,淵中里活動中心,安南區淵中里１鄰本淵一街５號,淵中里,10-19
0818,溪墘里活動中心(北側),安南區溪墘里１７鄰海佃路１段３７２巷５０號,溪墘里,"1-5,21-23,25-28"
0819,溪墘里活動中心(南側),安南區溪墘里１７鄰海佃路１段３７２巷５０號,溪墘里,"6-20,24"
0820,國安街56巷53號,安南區海佃里８鄰國安街５６巷５３號,海佃里,"1-8,17-18,27"
0821,國安街56巷131弄39號,安南區海佃里１３鄰國安街５６巷１３１弄３９號,海佃里,"9-13,19-2214-16,"
0822,國安街156巷79號,安南區國安里２鄰國安街１５６巷７９號,海佃里,"23-26,28-29"
0823,海佃、國安里活動中心,安南區國安里１０鄰郡安路６段１１１巷３６弄２號,國安里,全里
0824,文武聖廟,安南區溪東里３鄰府安路５段１１３號,溪東里,"1-10,22"
0825,溪東、溪頂里活動中心(西側),安南區溪頂里７鄰府安路４段２２０號,溪東里,"11-21,23"
0826,海佃國中(801教室),安南區溪東里２１鄰安富街１６６號,安富里,1-14
0827,海佃國中(901教室),安南區溪東里２１鄰安富街１６６號,安富里,15-27
0828,海佃國中(903教室),安南區溪東里２１鄰安富街１６６號,安富里,28-36
0829,國安街55巷2號,安南區幸福里２鄰國安街５５巷２號,幸福里,"1-10,21"
0830,幸福社區活動中心,安南區幸福里１２鄰府安路６段８５號,幸福里,"11-20,22-23"
0831,海南里活動中心(左側),安南區海南里１０鄰府安路７段１巷２號,海南里,"1-9,17"
0832,海南里活動中心(右側),安南區海南里１０鄰府安路７段１巷２號,海南里,10-16
0833,城東里活動中心,安南區城東里１３鄰城安路７３號,城東里,全里
0834,城南里活動中心,安南區城南里４鄰城西街１段６１巷２８弄９８號,城南里,"1-10,15-16"
0835,登陸社區活動中心,安南區城南里１３鄰城西街２段２３３巷１５號,城南里,11-14
0836,青草里活動中心,安南區青草里９鄰青砂街２段３７１巷２號,青草里,全里
0837,城西里活動中心,安南區城西里６鄰城西街３段４３１號,城西里,全里
0838,城北社區活動中心,安南區城北里１０鄰安中路６段５０７巷１５號,城北里,全里
0839,城中社區活動中心,安南區城中里３鄰安中路６段５０７巷２５號,城中里,全里
0840,砂崙里活動中心,安南區砂崙里２鄰城北路８７１巷９４弄１７號,砂崙里,1-4
0841,清聖宮,安南區砂崙里１０鄰青砂街１段６３３巷２０弄１０１號,砂崙里,5-10
0842,鹿耳門天后宮(舊活動中心),安南區顯宮里９鄰媽祖宮一街１３６號,顯宮里,全里
0843,鹿耳社區活動中心,安南區鹿耳里１鄰北汕尾２路８００巷９弄９５號,鹿耳里,全里
0844,四草里活動中心,安南區四草里４鄰大眾路６５６號,四草里,全里
0845,塩田里活動中心,安南區塩田里１鄰塩安路２８號,塩田里,全里
0846,開元寺(北邊餐廳),北區開元里１鄰北園街８９號,開元里,"1-6,17-19"
0847,鎮南宮(正門左室),北區開元里１０鄰北園街１２４巷７號,開元里,7-16
0848,開元、元寶里活動中心(西側),北區元寶里１鄰北園街１１４巷１１號,元寶里,1-11
0849,開元、元寶里活動中心(東側),北區元寶里１鄰北園街１１４巷１１號,元寶里,12-19
0850,國興里活動中心1樓,北區國興里８鄰南園街１０１巷７１弄１１號,國興里,全里
0851,華興、振興里聯合活動中心(1樓北側),北區振興里１８鄰林森路３段１８１號,華興里,1-9
0852,華興、振興里聯合活動中心(2樓北側),北區振興里１８鄰林森路３段１８１號,華興里,10-19
0853,力行社區活動中心(南側),北區力行里１５鄰力行一街５２號,力行里,1-10
0854,力行社區活動中心(北側),北區力行里１５鄰力行一街５２號,力行里,11-19
0855,重興社區活動中心,北區重興里２８鄰東豐路４５１巷１６９號,重興里,"1-11,21-28"
0856,寶仁國小活動中心,北區重興里１２鄰開南街２１１巷６號,重興里,12-20
0857,東興社區活動中心(東側),北區東興里１１鄰小東路４０１巷５１號之１,東興里,1-10
0858,東興社區活動中心(西側),北區東興里１１鄰小東路４０１巷５１號之１,東興里,11-20
0859,新勝里活動中心1樓,北區元寶里１１鄰北園街８巷８號,新勝里,1-8
0860,新勝里活動中心1樓,北區元寶里１１鄰北園街８巷１０號,新勝里,9-16
0861,長榮里活動中心,北區長榮里１鄰長榮路５段４１巷４６號１樓,長榮里,"1-9,20-25"
0862,開元國小（一年三班）,北區勝安里３鄰開元路７１巷３２號,長榮里,10-19
0863,華興、振興里聯合活動中心（1樓南側,"北區振興里１８鄰） 林森路３段１８１號",振興里,1-9
0864,華興、振興里聯合活動中心（2樓南側,"北區振興里１８鄰） 林森路３段１８１號",振興里,10-18
0865,仁愛里活動中心（1樓東側）,北區仁愛里１０鄰東豐路２２７巷２４弄１７號,仁愛里,1-9
0866,仁愛里活動中心（1樓西側）,北區仁愛里１０鄰東豐路２２７巷２４弄１７號,仁愛里,10-17
0867,勝安里活動中心,北區勝安里４鄰開元路７３巷２１號,勝安里,全里
0868,財團法人基督教台灣亯義會救主堂,北區中樓里９鄰開元路６４號,中樓里,全里
0869,永祥里活動中心（右側）,北區永祥里１１鄰實踐街８５巷２號,永祥里,1-11
0870,永祥里活動中心（左側）,北區永祥里１１鄰實踐街８５巷２號,永祥里,12-23
0871,小康里文康活動中心（正門左側）,北區小康里８鄰實踐街１７號之１,小康里,1-9
0872,小康里文康活動中心（正門右側）,北區小康里８鄰實踐街１７號之１,小康里,10-18
0873,實踐社區活動中心,北區實踐里１４鄰大武街１６１號,實踐里,全里
0874,光武里活動中心,北區光武里７鄰北門路２段５９１號,光武里,全里
0875,大道社區活動中心1樓,北區大道里２０鄰和緯路１段９６巷４２號,大道里,1-14
0876,大道社區活動中心2樓,北區大道里２０鄰和緯路１段９６巷４２號,大道里,15-25
0877,大仁社區活動中心,北區大仁里４鄰和緯路１段１號,大仁里,全里
0878,九六社區活動中心,北區大山里７鄰精忠街１０５號,大山里,全里
0879,興北里活動中心,北區大山里８鄰公園路６３４巷７５號,興北里,全里
0880,公園里活動中心,北區公園里９鄰公園南路３９號,公園里,1-9
0881,台南北門教會,北區公園里１１鄰北忠街９９號,公園里,10-21
0882,昇平社區活動中心,北區正風里１３鄰長榮路５段４５２巷１８號,正風里,全里
0883,延平、六甲里聯合活動中心1樓,北區延平里８鄰公園路７５８巷４３號,延平里,全里
0884,民德國中（民德館西側）,北區和順里４鄰西門路３段２２３號,興南里,全里
0885,玉皇里活動中心,北區玉皇里１４鄰佑民街４５號,玉皇里,全里
0886,鳳山宮,北區正覺里１鄰公園路５９５之２７號,正覺里,1-10
0887,正覺寺福德祠,北區正覺里１５鄰正覺街１２０號,正覺里,11-18
0888,正覺社區活動中心,北區正覺里２６鄰公園路７６９巷２０弄５號,正覺里,19-27
0889,延平國中（一年四班),北區延平里７鄰公園路７５０號,六甲里,1-11
0890,延平國中(三年四班),北區延平里７鄰公園路７５０號,六甲里,12-21
0891,國姓里活動中心1樓,北區國姓里２鄰公園路４３３巷１５號１樓,國姓里,全里
0892,長德里活動中心1樓,北區長德里１２鄰長德街１０１號,長德里,全里
0893,三德里活動中心1樓,北區三德里１０鄰長北街５０號,三德里,全里
0894,三山國王廟,北區五福里６鄰西門路３段１００號,五福里,全里
0895,成功里活動中心（左側）,北區成功里２１鄰中華北路２段２３７號之１,成功里,1-9
0896,成功里活動中心（右側）,北區成功里２１鄰中華北路２段２３７號之１,成功里,10-16
0897,福安宮,北區成功里２６鄰北成路２１２號,成功里,17-26
0898,民德國中（一年一班）,北區和順里４鄰西門路３段２２３號,成德里,1-10
0899,民德國中（一年三班）,北區和順里４鄰西門路３段２２３號,成德里,"11-14,25-27"
0900,民德國中（三年一班）,北區和順里４鄰西門路３段２２３號,成德里,"15-17,28-31"
0901,文元國小（一年五班）,北區文元里６鄰海安路３段８１５號,成德里,"23-24,37-40"
0902,成德里活動中心（1樓北側）,北區成德里３４鄰育德三街４２號,成德里,18-22
0903,成德里活動中心（1樓南側）,北區成德里３４鄰育德三街４２號,成德里,"32-36,41"
0904,民德國中（二年一班）,北區和順里４鄰西門路３段２２３號,和順里,1-13
0905,民德國中（二年三班）,北區和順里４鄰西門路３段２２３號,和順里,14-25
0906,和順里活動中心（左側）,北區和順里２鄰公園南路４０６號,和順里,26-33
0907,和順里活動中心（右側）,北區和順里２鄰公園南路４０６號,和順里,34-39
0908,安民社區活動中心,北區安民里１２鄰海安路３段５９號,安民里,全里
0909,文元國小（一年一班）,北區文元里６鄰海安路３段８１５號,文元里,1-8
0910,文元國小（一年三班）,北區文元里６鄰海安路３段８１５號,文元里,"9-14,23-27"
0911,文元、文成聯合里活動中心,北區文元里１５鄰和緯路３段３７０號,文元里,"15-22,28-29"
0912,文賢國中（E棟1樓1室）,北區文成里３鄰文賢一路２號,文成里,1-11
0913,文賢國中（E棟1樓3室）,北區文成里３鄰文賢一路２號,文成里,12-22
0914,裕民社區活動中心,北區裕民里１２鄰臨安路２段９３號,裕民里,全里
0915,大港國小（一年一班）,北區大港里２１鄰大港街１４６號,大和里,1-9
0916,大港國小（一年三班）,北區大港里２１鄰大港街１４６號,大和里,10-25
0917,大港國小（一年五班）,北區大港里２１鄰大港街１４６號,大港里,"1-7,18-21"
0918,大港里文康活動中心,北區大港里７鄰大興街２２６巷５０號,大港里,"8-17,22-25"
0919,賢北國小（二年二班）,北區賢北里１５鄰大興街５９９號,大港里,26-36
0920,大豐里活動中心（東側）,北區大豐里１６鄰武聖路３１５號,大豐里,1-12
0921,大豐里活動中心（西側）,北區大豐里１６鄰武聖路３１５號,大豐里,"13-17,24-30"
0922,基督教美好教會,北區大豐里２１鄰大興街２８５巷２６弄９號,大豐里,18-23
0923,賢北里活動中心,北區賢北里３鄰賢北街１０８號,賢北里,1-10
0924,賢北國小（二年三班）,北區賢北里１５鄰大興街５９９號,賢北里,11-20
0925,小西里辦公處,中西區小西里１１鄰西門路１段７３６號,小西里,全里
0926,中山國中(中山館),中西區大南里６鄰南寧街４５號(請由南門路進入),大南里,全里
0927,青年、銀同里活動中心,中西區銀同里１６鄰開山路１號,銀同里,全里
0928,五妃社區活動中心國立臺南大學附設,中西區五妃里４鄰南門路２３７巷１０號,五妃里,全里
0929,實驗國小(朝陽樓1樓),中西區郡王里１鄰樹林街２段３１號,郡王里,全里
0930,以草里活動中心,中西區以草里１２鄰府緯街４巷６號,以草里,"4-14,16"
0931,玄良亭,中西區以草里２鄰五妃街３２４號,以草里,"1-3,15,17-21"
0932,法華社區活動中心,中西區法華里７鄰府連路２２號,法華里,1-13
0933,法華寺附設托兒所,中西區法華里１５鄰府連路１０１號,法華里,14-25
0934,福安里活動中心,中西區福安里１２鄰府前路１段２６２號,福安里,全里
0935,大南、進學里活動中心(1樓),中西區進學里１鄰南寧街４７號之２９,進學里,全里
0936,建國里活動中心,中西區建國里２鄰永福路２段８１巷１號,建國里,全里
0937,臺灣府城隍廟,中西區青年里７鄰青年路１３３號,青年里,全里
0938,永福國小(一年一班教室),中西區永福里９鄰永福路２段８６號,永福里,全里
0939,永慶、啟智社區活動中心,中西區永華里１８鄰忠義路２段４號,永華里,全里
0940,天后里活動中心,中西區天后里１９鄰新美街１６７號,天后里,全里
0941,吳園公會堂,中西區三民里１４鄰民權路２段３０號,三民里,全里
0942,赤嵌里活動中心(中央健康保險局對面),中西區赤嵌里１０鄰觀亭街７６號（請由公園路進入）,赤嵌里,全里
0943,國立臺南大學附屬啟聰學校(210教室),中西區公正里７鄰北門路１段１０９號,公正里,全里
0944,萬昌、公正里活動中心開山里活動中心,中西區萬昌里２１鄰青年路２２６巷２０號,萬昌里,全里
0945,〈復興公有零售市場內〉,中西區開山里１１鄰府前路１段３１號,開山里,1-13
0946,復興公有零售市場管理員辦公室,中西區開山里１１鄰府前路１段３１號,開山里,14-23
0947,南台南家扶中心,中西區西賢里２０鄰西賢一街１３９號,西賢里,1-11
0948,西賢里活動中心(東側),中西區西賢里２５鄰民權路４段４７０號,西賢里,12-21
0949,西賢里活動中心(西側),中西區西賢里２５鄰民權路４段４７０號,西賢里,22-32
0950,臺南市私立愛迪生資優帅兒園,中西區西湖里２鄰頂美二街４８巷１６號,西湖里,1-12
0951,西湖社區活動中心,中西區西湖里２８鄰湖美街６０巷３１號,西湖里,13-28
0952,基督教湖美教會,中西區西湖里２８鄰湖美街６２號,西湖里,29-40
0953,光賢里活動中心,中西區光賢里９鄰和善街９８巷７號,光賢里,1-13
0954,臺南市私立武聖帅兒園,中西區光賢里１５鄰武聖路１５１巷４９弄５號,光賢里,14-22
0955,文賢里活動中心,中西區文賢里１３鄰西和路１７號,文賢里,全里
0956,中西區戶政事務所(後面車庫),中西區協和里５鄰民族路３段２５８號,協和里,1-8
0957,西和路280號(後側鐵皮屋),中西區協和里１６鄰西和路２８０號(永和街２０４號對面),協和里,9-16
0958,三合里活動中心,中西區三合里１０鄰忠孝街９３巷４７號,三合里,全里
0959,普濟里活動中心,中西區普濟里１５鄰成功路３４３號３樓,普濟里,全里
0960,西門路2段307巷23號（倉庫）,中西區水以里１３鄰西門路２段３０７巷２３號,水以里,全里
0961,民權里活動中心,中西區民權里６鄰民權路３段１３５號,民權里,全里
0962,龍盛社區活動中心(1樓),中西區藥王里１鄰民權路３段２３２號,藥王里,1-11
0963,龍盛社區活動中心(2樓),中西區藥王里１鄰民權路３段２３２號,藥王里,12-22
0964,協進里活動中心(2樓),中西區協進里１１鄰民權路３段４４７巷１號,協進里,全里
0965,神興宮,中西區中正里５鄰民生路２段２１號,中正里,全里
0966,中西區衛生所,中西區安海里１２鄰環河街９４號,安海里,全里
0967,大涼社區活動中心,中西區大涼里１１鄰府前路２段２５８巷５５號,大涼里,"1-14,22-25"
0968,金城國中中山樓多功能教室(1樓),中西區大涼里１３鄰金城街７０號,大涼里,"15-21,26-28"
0969,尊王公壇,中西區民主里３鄰尊王路１２５號,民主里,全里
0970,保安里活動中心,中西區保安里７鄰尊王路５３號,保安里,全里
0971,郡西里活動中心,中西區郡西里３鄰郡西路３５號２樓,郡西里,全里
0972,中頭社區活動中心,中西區民生里１９鄰保安路２０１之１號,民生里,全里
0973,廣州宮,中西區元安里５鄰大德街１０５號,元安里,全里
0974,文平里活動中心(1樓會議室),安平區文平里中華西路２段１巷１號,文平里,"1-8,26-27"
0975,文平里活動中心(1樓聯誼室),安平區文平里中華西路２段１巷１號,文平里,"9-14,24-25"
0976,優仕堡帅兒園(主題館),安平區文平里建平三街６５巷２６號,文平里,15-23
0977,建平里活動中心(1樓會議室),安平區建平里府前三街２７號,建平里,1-16
0978,建平里活動中心(2樓會議室),安平區建平里府前三街２７號,建平里,17-28
0979,安平國小(一年四班),安平區怡平里怡平路３９２號,怡平里,1-13
0980,安平國小(一年一班),安平區怡平里怡平路３９２號,怡平里,14-27
0981,華平里活動中心(1樓會議廳),安平區華平里育平九街１９５號,華平里,1-14
0982,華平里活動中心(1樓會議廳),安平區華平里育平九街１９５號,華平里,15-33
0983,平通里活動中心(東側會議室),安平區平通里平通路５８０巷１０２號,平通里,1-8
0984,平通里活動中心(西側會議室),安平區平通里平通路５８０巷１０２號,平通里,9-16
0985,安平國中(安平館),安平區平通里慶平路６８７號,平通里,17-24
0986,安平國中(安平館),安平區平通里慶平路６８７號,平通里,25-32
0987,億載里活動中心(1樓會議廳),安平區億載里光州一街２９號,億載里,全里
0988,億載國小(一年十二班),安平區億載里郡平路３１０號,育平里,1-10
0989,億載國小(美勞教室),安平區億載里郡平路３１０號,育平里,11-20
0990,育平里活動中心(1樓會議廳),安平區育平里府平路３７６號,育平里,21-29
0991,育平里活動中心(1樓會議廳),安平區育平里府平路３７６號,育平里,30-39
0992,國平里活動中心(1樓卡拉OK教室),安平區國平里建平七街４０９號,國平里,1-10
0993,國平里活動中心(1樓C教室),安平區國平里建平七街４０９號,國平里,11-22
0994,國平里活動中心(1樓辦公室),安平區國平里建平七街４０９號,國平里,23-32
0995,漁光里活動中心(1樓會議廳),安平區漁光里漁光路８９巷３９之２號,漁光里,全里
0996,平安里活動中心(1樓會議廳),安平區平安里民權路４段３２５號,平安里,"1-9,21-23"
