103年屏東縣地方公職人員選舉投開票所設置地點,,,,
投開票所編號,投開票所名稱,投開票所地址,所屬村里,所屬鄰別
316,麟洛鄉立圖書館,屏東縣麟洛鄉麟蹄村２１鄰中山路１５８號,麟蹄村,12-21
317,麟洛國小教室,屏東縣麟洛鄉麟趾村７鄰中華路８６號,麟趾村,1-12
318,麟洛國小教室,屏東縣麟洛鄉麟趾村７鄰中華路８６號,麟趾村,13-24
319,田中社區活動中心,屏東縣麟洛鄉田中村１０鄰延和街２２號,田中村,全村
320,田心社區活動中心,屏東縣麟洛鄉田心村４鄰中正路３２０號,田心村,全村
321,田道社區活動中心,屏東縣麟洛鄉田道村４鄰中華路農安巷１號,田道村,全村
九如鄉,,,,
322,私立九如幼兒園(原九如托兒所),屏東縣九如鄉九清村維新街５２巷１－１號,九清村,全村
323,九如鄉巴轆公園活動中心,屏東縣九如鄉九清村九如路二段９巷７號,九塊村,全村
324,九如鄉老人文康中心,屏東縣九如鄉九明村九龍路５５號,九明村,全村
325,九如鄉大坵活動中心,屏東縣九如鄉大坵村大仁街７０號,大坵村,全村
326,九如鄉玉水村活動中心,屏東縣九如鄉玉水村清水路７３號,玉水村,全村
327,九如鄉玉泉村中庄社區活動中心,屏東縣九如鄉玉泉村中庄街４１巷４號,玉泉村,"1-9,13"
328,九如鄉玉泉村善圓宮(圳寮),屏東縣九如鄉玉泉村黃金路１５巷３２號,玉泉村,10-12
329,惠農國小教室,屏東縣九如鄉東寧村新庄路１號,東寧村,9-13
330,私立明星幼兒園,屏東縣九如鄉東寧村２鄰東寧路１５５號,東寧村,"1-3,23"
331,九如鄉立圖書館,屏東縣九如鄉東寧村九如路二段２６４號,東寧村,14-18
332,東寧社區活動中心,屏東縣九如鄉東寧村東寧路６４－３號,東寧村,"4-8,19-22"
333,九如鄉三塊村開台聖王廟,屏東縣九如鄉三塊村三多路１９３,三塊村,全村
334,九如鄉耆老村老人集會所,屏東縣九如鄉耆老村耆老路１１７號,耆老村,全村
335,九如鄉後庄社區活動中心,屏東縣九如鄉後庄村後庄路１７３號,後庄村,全村
336,九如鄉洽興社區活動中心,屏東縣九如鄉洽興村平和路２２－１號,洽興村,全村
里港鄉,,,,
337,天慈宮,屏東縣里港鄉玉田村玉田路４－４７號旁,玉田村,"1-4,13-18"
338,玉田社區活動中心,屏東縣里港鄉玉田村八德路,玉田村,"5-12,19,20"
339,塔樓三坪祖師廟1樓,屏東縣里港鄉塔樓村塔樓路５４－２號,塔樓村,全村
340,潮厝社區活動中心,屏東縣里港鄉潮厝村潮厝路１１５－１０號,潮厝村,全村
341,雙慈宮,屏東縣里港鄉大平村大平路５０號,大平村,全村
342,永春社區活動中心,屏東縣里港鄉永春村永豐路１段１號,永春村,全村
343,福德祠,屏東縣里港鄉永春村永春路４０－３號,春林村,全村
344,里港國小學生活動中心,屏東縣里港鄉過江村過江路４１號,過江村,1-8
345,里港國小教室,屏東縣里港鄉過江村過江路４１號,過江村,9-15
346,鐵店社區活動中心,屏東縣里港鄉鐵店村鐵店路４１－４６號,鐵店村,全村
347,興隆宮,屏東縣里港鄉茄苳村福興路３５號,茄苳村,"1-3,17"
348,茄苳社區活動中心,屏東縣里港鄉茄苳村茄苳路,茄苳村,4-16
349,原鄉立托兒所載興班,屏東縣里港鄉載興村載興路１３１號,載興村,1-8
350,載新社區活動中心,屏東縣里港鄉載興村載興路１２２－１號,載興村,9-18
351,里港鄉老人文康活動中心,屏東縣里港鄉土庫村土庫路９７－１２號,土庫村,1-17
352,信國社區活動中心,屏東縣里港鄉土庫村信國,土庫村,18-25
353,三廍社區活動中心,屏東縣里港鄉三廍村三和路,三廍村,1-6
354,中萬甲社區活動中心,屏東縣里港鄉三廍村三和路,三廍村,7-14
355,中和社區活動中心,屏東縣里港鄉中和村南進路,中和村,全村
356,瀰力社區活動中心,屏東縣里港鄉瀰力村瀰力路,瀰力村,全村
鹽埔鄉,,,,
357,鹽埔朝鳳宮活動中心,屏東縣鹽埔鄉鹽中村中山路７號,鹽北村,全村
358,鹽埔國中教室,屏東縣鹽埔鄉鹽南村勝利路３０號,鹽中村,1-18
359,鹽埔國中教室,屏東縣鹽埔鄉鹽南村勝利路３０號,鹽中村,19-27
360,鹽埔國小教室,屏東縣鹽埔鄉鹽南村光復路９０號,鹽南村,1-12
361,鹽埔國小教室,屏東縣鹽埔鄉鹽南村光復路９０號,鹽南村,13-24
362,仕絨國小教室,屏東縣鹽埔鄉仕絨村東平街１６號,仕絨村,全村
363,高朗國小教室,屏東縣鹽埔鄉高朗村民治路３７號,高朗村,1-13
364,高朗國小教室,屏東縣鹽埔鄉高朗村民治路３７號,高朗村,14-24
365,振興國小教室,屏東縣鹽埔鄉振興村光明路３６號,振興村,1-12
366,振興國小教室,屏東縣鹽埔鄉振興村光明路３６號,振興村,13-24
367,久愛村辦公處(朝聖宮),屏東縣鹽埔鄉久愛村完成路口,久愛村,全村
368,新圍國小教室,屏東縣鹽埔鄉新二村維新路６７號,新圍村,1-14
369,新圍國小教室,屏東縣鹽埔鄉新二村維新路６７號,新圍村,15-25
370,新圍國小教室,屏東縣鹽埔鄉新二村維新路６７號,新二村,"1-15,17"
371,新圍國小教室,屏東縣鹽埔鄉新二村維新路６７號,新二村,"16,18-27"
372,彭厝社區活動中心,屏東縣鹽埔鄉彭厝村勝利街１０號,彭厝村,全村
373,洛陽社區活動中心,屏東縣鹽埔鄉洛陽村四維路１０３號,洛陽村,全村
374,永隆社區活動中心,屏東縣鹽埔鄉永隆村永樂路４５號,永隆村,全村
高樹鄉,,,,
375,高樹國小教室,屏東縣高樹鄉高樹村華光路３２號,高樹村,14-26
376,高樹社區活動中心,屏東縣高樹鄉高樹村南興路４７號,高樹村,1-13
377,南郡社區活動中心,屏東縣高樹鄉長榮村南昌路,長榮村,全村
378,東興社區活動中心,屏東縣高樹鄉東興村武尚路,東興村,全村
379,東振社區活動中心,屏東縣高樹鄉東振村民權路,東振村,全村
380,源泉社區活動中心,屏東縣高樹鄉源泉村泉興路,源泉村,全村
381,建興社區大路關寮活動中心,屏東縣高樹鄉建興村大山一路８３號,建興村,全村
382,大埔社區活動中心,屏東縣高樹鄉大埔村協昌路,大埔村,全村
383,菜寮社區活動中心,屏東縣高樹鄉菜寮村大平路９號,菜寮村,全村
384,舊寮北極殿一樓,屏東縣高樹鄉舊寮村長美路６４號,司馬村,全村
385,舊寮國小北面教室,屏東縣高樹鄉舊寮村長美路４２號,舊寮村,全村
386,新豐社區活動中心,屏東縣高樹鄉新豐村泰和路１１５號,新豐村,全村
387,泰山國小教室,屏東縣高樹鄉泰山村產業路８４號,泰山村,1-15
388,泰山國小教室,屏東縣高樹鄉泰山村產業路８４號,泰山村,16-26
389,南華社區活動中心,屏東縣高樹鄉南華村世一路２８號,南華村,全村
390,廣福社區活動中心,屏東縣高樹鄉廣福村廣福路２４號,廣福村,全村
391,廣興社區活動中心,屏東縣高樹鄉廣興村中正路,廣興村,全村
392,舊庄社區活動中心,屏東縣高樹鄉舊庄村光復路２０號,舊庄村,全村
393,田子社區活動中心,屏東縣高樹鄉田子村復興路２１號,田子村,全村
394,鹽樹村北極宮,屏東縣高樹鄉鹽樹村公平路２５號,鹽樹村,"1-8,16,17"
395,新厝社區活動中心,屏東縣高樹鄉鹽樹村新豐路４４號,鹽樹村,"9-15,18-22"
396,新南國小教室,屏東縣高樹鄉新南村興店路５號,新南村,全村
萬巒鄉,,,,
397,萬巒鄉公所展覽廳,屏東縣萬巒鄉萬巒村中正路２７號,萬巒村,全村
398,萬全社區長壽俱樂部,屏東縣萬巒鄉萬全村平和路４８－１號,萬全村,全村
399,萬巒國小學生活動中心,屏東縣萬巒鄉萬全村褒忠路２８號,萬和村,全村
400,鹿寮社區活動中心,屏東縣萬巒鄉鹿寮村永康路１１４號,鹿寮村,全村
401,硫黃社區活動中心,屏東縣萬巒鄉硫黃村重慶路５號,硫黃村,全村
402,泗溝社區活動中心,屏東縣萬巒鄉泗溝村永平路４９號,泗溝村,全村
403,五溝社區活動中心,屏東縣萬巒鄉五溝村東興路３４號,五溝村,全村
404,成德、三民社區活動中心,屏東縣萬巒鄉成德村信敏路２０－１號,成德村,全村
405,(原)赤山托兒所,屏東縣萬巒鄉赤山村建興路１４號,赤山村,1-10
406,天主教赤山教友道理廳,屏東縣萬巒鄉赤山村建興路３２號,赤山村,11-18
407,萬金聖母聖殿教友中心,屏東縣萬巒鄉萬金村萬興路２４號,萬金村,1-10
408,萬金社區活動中心,屏東縣萬巒鄉萬金村萬興路６５號,萬金村,11-20
409,佳佐社區活動中心,屏東縣萬巒鄉佳佐村民生路６０號,佳佐村,全村
410,佳和社區活動中心,屏東縣萬巒鄉佳和村佳興路４０號,佳和村,全村
411,新厝社區活動中心,屏東縣萬巒鄉新厝村新樂路１７－１號,新厝村,全村
412,新置社區活動中心,屏東縣萬巒鄉新置村新榮路１－１號,新置村,"6-15,19,20"
413,老藤林部落集會所,屏東縣萬巒鄉新置村中興路６之１號,新置村,"1-5,16-18"
內埔鄉,,,,
414,內埔國中教室,屏東縣內埔鄉內埔村２３鄰文化路２６２號,內埔村,1-24
415,內埔國中教室,屏東縣內埔鄉內埔村２３鄰文化路２６２號,內埔村,25-38
416,內埔國中教室,屏東縣內埔鄉內埔村２３鄰文化路２６２號,內埔村,39-42
417,內埔國小教室,屏東縣內埔鄉內埔村３５鄰廣濟路２號,內田村,1-28
418,內埔國小教室,屏東縣內埔鄉內埔村３５鄰廣濟路２號,內田村,29-40
419,興南社區活動中心,屏東縣內埔鄉興南村１３鄰興義路３３號,興南村,全村
420,義亭社區活動中心,屏東縣內埔鄉義亭村１鄰南平路９５號,義亭村,全村
421,美和社區活動中心,屏東縣內埔鄉美和村１６鄰海平路２-1號,美和村,1-11
422,僑智國小教室,屏東縣內埔鄉美和村１６鄰學人路55號,美和村,12-23
423,和興社區活動中心,屏東縣內埔鄉和興村６鄰和仁路３２號,和興村,"1-11,21,22"
424,內埔國小教室,屏東縣內埔鄉內埔村３５鄰廣濟路２號,和興村,12-20
425,東寧社區活動中心,屏東縣內埔鄉東寧村３４鄰民善路３號,東寧村,"1-17,34,36"
426,東寧國小教室,屏東縣內埔鄉內田村３３鄰自強路８５號,東寧村,18-30
427,東寧國小教室,屏東縣內埔鄉內田村３３鄰自強路８５號,東寧村,"31-33,35,37-44"
428,豐田國小教室,屏東縣內埔鄉豐田村１９鄰新中路４９號,豐田村,1-16
429,豐田國小教室,屏東縣內埔鄉豐田村１９鄰新中路４９號,豐田村,17-30
430,振豐社區活動中心,屏東縣內埔鄉振豐村新東路３３２號,振豐村,1-16
431,豐田天主堂,屏東縣內埔鄉振豐村２４鄰新東路３３４號,振豐村,17-30
432,富田村集會所,屏東縣內埔鄉富田村８鄰里仁路１７１號,富田村,1-20
433,富田國小教室,屏東縣內埔鄉富田村９鄰里仁路２０２號,富田村,21-32
434,竹圍社區活動中心,屏東縣內埔鄉竹圍村７鄰竹東路５５６號,竹圍村,全村
435,南北巷社區活動中心,屏東縣內埔鄉東勢村１鄰嘉應路２號,東勢村,1-29
436,東勢國小教室,屏東縣內埔鄉東勢村４１鄰大同路３段２０號,東勢村,30-45
437,天聖宮社區長壽俱樂部,屏東縣內埔鄉東片村７鄰光復路１號,東片村,全村
438,上樹社區活動中心,屏東縣內埔鄉上樹村４鄰樹山路１４７號,上樹村,全村
439,老埤舊活動中心,屏東縣內埔鄉老埤村１１鄰南山路１３號,老埤村,1-13
440,老埤社區活動中心,屏東縣內埔鄉老埤村１１鄰南山路１５號,老埤村,14-26
441,中林社區活動中心,屏東縣內埔鄉中林村８鄰聯通街４１７號,中林村,全村
442,崇文國小教室,屏東縣內埔鄉龍泉村１鄰原勝路６號,龍泉村,1-10
443,崇文國小教室,屏東縣內埔鄉龍泉村１鄰原勝路６號,龍泉村,11-19
444,龍潭社區活動中心,屏東縣內埔鄉龍潭村５鄰昭勝路５２２號,龍潭村,"1-12,14,23,24,26"
445,崇文國中教室,屏東縣內埔鄉龍潭村２４鄰昭勝路４３８號,龍潭村,"13,15-22,25"
446,建興社區活動中心,屏東縣內埔鄉建興村建興路１１１號,建興村,"1-6,8"
447,陳雅娟(宅),屏東縣內埔鄉建興村建興路長青巷１２９號,建興村,"7,榮家全體榮民"
448,大新村青龍宮管理委員會,屏東縣內埔鄉大新村８鄰大新路７５９號,大新村,"2,4-11"
449,新生國小教室,屏東縣內埔鄉大新村２０鄰大新路１０９號,大新村,"1,3,12-21"
450,玄武宮廟文康室,屏東縣內埔鄉黎明村９鄰黎東路２７４號,黎明村,1-10
451,黎明社區活動中心,屏東縣內埔鄉黎明村８鄰黎東路３５３號,黎明村,11-20
452,隘寮社區活動中心,屏東縣內埔鄉隘寮村１鄰清涼路１段４５３號,隘寮村,全村
453,水門社區活動中心,屏東縣內埔鄉水門村１鄰中山路２６３號,水門村,全村
竹田鄉,,,,
454,竹田國小活動中心,屏東縣竹田鄉竹田村１７鄰公正路３５號,竹田村,全村
455,竹南社區活動中心,屏東縣竹田鄉竹南村５鄰竹南路５９號,竹南村,全村
456,糶糴村集會所,屏東縣竹田鄉糶糴村３鄰振福路３７－４號,糶糴村,全村
457,履豐社區活動中心,屏東縣竹田鄉履豐村３鄰豐興路２１－１號,履豐村,全村
458,頭崙社區活動中心,屏東縣竹田鄉頭崙村８鄰三山路６３－５號,頭崙村,全村
459,二崙村集會所,屏東縣竹田鄉二崙村１１鄰信實路１６號,二崙村,全村
460,美崙村集會所,屏東縣竹田鄉美崙村８鄰通明路１１號,美崙村,全村
461,南勢社區活動中心,屏東縣竹田鄉南勢村２鄰南興路９號,南勢村,全村
462,西勢社區活動中心,屏東縣竹田鄉西勢村２９鄰龍門路４４號,西勢村,"5-12,20-30"
463,過溝社區活動中心(過溝太子宮樓下),屏東縣竹田鄉西勢村１８鄰光明路１０１號,西勢村,"1-4,13-19,31"
464,福田社區活動中心,屏東縣竹田鄉福田村３鄰瑞竹路１－５號,福田村,全村
465,永豐社區活動中心,屏東縣竹田鄉永豐村５鄰永豐路５號,永豐村,全村
466,六巷村活動中心,屏東縣竹田鄉六巷村５鄰太平路１３號,六巷村,全村
467,泗洲社區活動中心,屏東縣竹田鄉泗洲村３鄰洲中路１４－５號,泗洲村,全村
468,大湖社區活動中心,屏東縣竹田鄉大湖村５鄰大明路３２－３號,大湖村,全村
469,鳳明社區活動中心,屏東縣竹田鄉鳳明村４鄰鳳安路４３號,鳳明村,全村
新埤鄉,,,,
470,三山國王廟活動中心,屏東縣新埤鄉新埤村新華路４９號,新埤村,1-20
471,新埤村〈千三長壽俱樂部〉,屏東縣新埤鄉新埤村萬興路,新埤村,21-26
472,建功社區活動中心,屏東縣新埤鄉建功村建功路３０號,建功村,1-12
473,建功─砂崙社區活動中心,屏東縣新埤鄉建功村中興路８１號,建功村,13-15
474,打鐵社區活動中心,屏東縣新埤鄉打鐵村東興路１３６之１號,打鐵村,全村
475,南豐村中山堂,屏東縣新埤鄉南豐村南和路４６號,南豐村,全村
476,萬隆國小教室,屏東縣新埤鄉萬隆村中山路１２６號,萬隆村,"5-14,21-27"
477,海豐寮〈長壽俱樂部〉,屏東縣新埤鄉萬隆村平山路１１號,萬隆村,1-4
478,萬安社區活動中心,屏東縣新埤鄉萬隆村萬安路２５之１號,萬隆村,15-20
479,餉潭村活動中心,屏東縣新埤鄉餉潭村龍潭路１３７號,餉潭村,全村
480,箕湖社區活動中心,屏東縣新埤鄉箕湖村民眾路３９號,箕湖村,1-6
481,獅頭社區活動中心,屏東縣新埤鄉箕湖村進化路１２２號,箕湖村,7-13
枋寮鄉,,,,
482,枋寮國小教室,屏東縣枋寮鄉枋寮村德興路１９７號,枋寮村,全村
483,新龍村辦公處,屏東縣枋寮鄉新龍村義民路３２號,新龍村,全村
484,老人文康活動中心,屏東縣枋寮鄉保生村海邊路６號,保生村,全村
485,老人文康活動中心,屏東縣枋寮鄉保生村海邊路６號,中寮村,全村
486,僑德國小教室,屏東縣枋寮鄉隆山村僑德路１８６號,安樂村,1-12
487,僑德國小教室,屏東縣枋寮鄉隆山村僑德路１８６號,安樂村,13-28
488,僑德國小教室,屏東縣枋寮鄉隆山村僑德路１８６號,隆山村,1-12
489,僑德國小教室,屏東縣枋寮鄉隆山村僑德路１８６號,隆山村,13-24
490,僑德國小教室,屏東縣枋寮鄉隆山村僑德路１８６號,隆山村,25-37
491,建興國小教室,屏東縣枋寮鄉人和村建興路３９號,天時村,1-10
492,建興國小教室,屏東縣枋寮鄉人和村建興路３９號,天時村,11-20
493,老人活動中心,屏東縣枋寮鄉地利村勝利路５號,地利村,1-20
494,水底寮聯合村辦公處,屏東縣枋寮鄉地利村建興路２５６號,地利村,21-29
495,建興國小教室,屏東縣枋寮鄉人和村建興路３９號,人和村,1-16
496,建興國小教室,屏東縣枋寮鄉人和村建興路３９號,人和村,17-33
497,內寮社區活動中心,屏東縣枋寮鄉內寮村瓦磘三路４０號,內寮村,全村
498,新開社區活動中心,屏東縣枋寮鄉新開村新開一路３６號,新開村,全村
499,東海社區活動中心,屏東縣枋寮鄉東海村東海路４３４巷４０號,東海村,1-15
500,東海國小教室,屏東縣枋寮鄉東海村東海路４８６號,東海村,16-29
501,大庄社區活動中心,屏東縣枋寮鄉大庄村德聖路４７號,大庄村,全村
502,太源社區活動中心,屏東縣枋寮鄉太源村太源路４９－２號,太源村,全村
503,玉泉社區活動中心,屏東縣枋寮鄉玉泉村玉泉路２號,玉泉村,全村
新園鄉,,,,
504,瓦磘國小教室,屏東縣新園鄉瓦磘村四環路３號,瓦磘村,"1-8,15"
505,瓦磘國小教室,屏東縣新園鄉瓦磘村四環路３號,瓦磘村,9-14
506,仙吉國小教室,屏東縣新園鄉仙吉村仙吉路９１號,仙吉村,1-10
507,仙吉國小教室,屏東縣新園鄉仙吉村仙吉路９１號,仙吉村,11-20
508,田洋村舊活動中心,屏東縣新園鄉田洋村仙隆路３７１號,田洋村,"1-12,22"
509,田洋村新活動中心,屏東縣新園鄉田洋村田南路６３號,田洋村,13-21
510,社區活動中心,屏東縣新園鄉港墘村港庄路１５號,港墘村,全村
511,社區活動中心,屏東縣新園鄉內庄村興安路８３之１號,內庄村,全村
512,新園國小教室,屏東縣新園鄉新園村媽祖路４９號,新東村,"1-3,5-10"
513,新園國小教室,屏東縣新園鄉新園村媽祖路４９號,新東村,"4,11-18"
514,新園國小教室,屏東縣新園鄉新園村媽祖路４９號,新園村,"1-10,14"
515,新園國小教室,屏東縣新園鄉新園村媽祖路４９號,新園村,"11-13,15-21"
516,港西國小教室,屏東縣新園鄉港西村中和路１０１號,港西村,"1-10,12"
517,港西國小教室,屏東縣新園鄉港西村中和路１０１號,港西村,"11,13-21"
518,烏龍國小教室,屏東縣新園鄉南龍村南興路２１７號,烏龍村,全村
519,烏龍國小教室,屏東縣新園鄉南龍村南興路２１７號,興龍村,"4-13,19"
520,烏龍國小教室,屏東縣新園鄉南龍村南興路２１７號,興龍村,"1-3,14-18"
521,社區活動中心,屏東縣新園鄉中洲村仁愛路８６之１號,中洲村,"1-8,11,12"
522,烏龍國小教室風雨球場,屏東縣新園鄉南龍村南興路２１７號,中洲村,"9,10,13-18"
523,烏龍國小教室,屏東縣新園鄉南龍村南興路２１７號,南龍村,全村
524,社區活動中心,屏東縣新園鄉五房村福德路７３號,五房村,1-8
525,五房村衛生室,屏東縣新園鄉五房村福德路７３號,五房村,"9-11,26,27"
526,楊府廟,屏東縣新園鄉五房村五房路１５１巷３１號,五房村,"12-25,28,29"
527,新興宮（王爺廟）,屏東縣新園鄉鹽埔村中正路１７０號,鹽埔村,1-11
528,社區活動中心,屏東縣新園鄉鹽埔村聖心路１００之１號,鹽埔村,"12-19,37-40"
529,文光幼兒園,屏東縣新園鄉鹽埔村鹽龍路１６３號,鹽埔村,20-36
530,鹽洲長老教會,屏東縣新園鄉共和村永和路６１號,共和村,"1-7,13-17"
531,興進宮,屏東縣新園鄉共和村光復路１５４號,共和村,"8-12,18-24"
崁頂鄉,,,,
532,崁頂國小教室,屏東縣崁頂鄉崁頂村中正路１１９號,崁頂村,1-8
533,崁頂國小教室,屏東縣崁頂鄉崁頂村中正路１１９號,崁頂村,9-16
534,南榮國中教室,屏東縣崁頂鄉園寮村田寮路１－１５號,園寮村,1-9
535,溪北國小教室,屏東縣南州鄉溪北村仁里路１０２號,園寮村,10-19
536,力社社區活動中心,屏東縣崁頂鄉力社村力社路３６號,力社村,全村
537,圍內社區活動中心,屏東縣崁頂鄉圍內村大庭路２４號,圍內村,全村
538,洲子社區活動中心,屏東縣崁頂鄉洲子村光復路１５－１５號,洲子村,全村
539,北勢社區活動中心,屏東縣崁頂鄉北勢村北勢路３２－６號,北勢村,全村
540,越溪社區活動中心,屏東縣崁頂鄉越溪村民權路７５號,越溪村,全村
541,港東社區活動中心,屏東縣崁頂鄉港東村平和北路２號,港東村,1-10
542,港隆宮,屏東縣崁頂鄉港東村平和南路６７號,港東村,11-19
林邊鄉,,,,
543,林邊國小教室,屏東縣林邊鄉林邊村１１鄰中山路６８號,林邊村,全村
544,仁和光林聯合村辦公處,屏東縣林邊鄉光林村８鄰中山路１８３號,光林村,全村
545,佛山寺,屏東縣林邊鄉永樂村２鄰榮農路５巷４０號,永樂村,"1,2,4,16,22,23,27"
546,台灣基督長老教會林邊教會,屏東縣林邊鄉永樂村５鄰榮農路１６號,永樂村,"3,5-12,14,15,17-19,21"
547,道一宮至釋堂,屏東縣林邊鄉永樂村１３鄰中林路２２５號,永樂村,"13,20,24-26,28,29"
548,慈濟宮,屏東縣林邊鄉林邊村８鄰中林路６８號,中林村,全村
549,仁和國小教室,屏東縣林邊鄉仁和村１４鄰中山路４１７號,仁和村,全村
550,田厝村辦公處,屏東縣林邊鄉田厝村４鄰成功路３巷３４之８號,田厝村,全村
551,崎峯村活動中心,屏東縣林邊鄉崎峯村３鄰成功路６００號,崎峯村,全村
552,水利村辦公處,屏東縣林邊鄉水利村７鄰豊漁路１１９號,水利村,1-7
553,水利社區第1所長壽俱樂部,屏東縣林邊鄉水利村１４鄰豊作路１號,水利村,8-14
554,竹林國小教室,屏東縣林邊鄉竹林村１鄰中興路１２２號,竹林村,1-16
555,慈德五村活動中心,屏東縣林邊鄉竹林村３０鄰勝利路１０１號,竹林村,17-35
556,鎮安攤販市場,屏東縣林邊鄉鎮安村１鄰中正路６號,鎮安村,全村
南州鄉,,,,
557,溪洲社區活動中心,屏東縣南州鄉溪洲村１９鄰新興路８５號,溪洲村,1-16
558,南州鄉老人文康中心,屏東縣南州鄉溪南村４鄰人和路２３５號,溪洲村,17-22
559,溪南社區活動中心,屏東縣南州鄉溪南村４鄰人和路３巷１７號,溪南村,全村
560,七塊社區活動中心,屏東縣南州鄉七塊村４鄰新生路４０號,七塊村,全村
561,萬華社區活動中心,屏東縣南州鄉萬華村２鄰萬華路６巷４號,萬華村,全村
562,仁里社區活動中心,屏東縣南州鄉仁里村１鄰仁愛路６號,仁里村,全村
563,溪北社區活動中心,屏東縣南州鄉溪北村８鄰仁里路９３號,溪北村,全村
564,米崙社區活動中心,屏東縣南州鄉米崙村８鄰中興路８６號,米崙村,全村
565,壽元社區活動中心,屏東縣南州鄉壽元村８鄰壽元路１０７號,壽元村,全村
566,同安社區活動中心,屏東縣南州鄉同安村１０鄰牛埔路２號,同安村,全村
567,南安社區活動中心,屏東縣南州鄉南安村１鄰神農路７７號,南安村,全村
佳冬鄉,,,,
568,千山公侯宮﹝三山國王廟﹞,屏東縣佳冬鄉佳冬村啟南路４１號,佳冬村,全村
569,佳冬公園內六根長壽俱樂部,屏東縣佳冬鄉六根村冬根路２５號,六根村,全村
570,賴家社區活動中心,屏東縣佳冬鄉賴家村大平路２７－１號,賴家村,全村
571,萬建村長壽俱樂部,屏東縣佳冬鄉萬建村忠義街２０７號,萬建村,1-13
572,佳冬國小教室,屏東縣佳冬鄉佳冬村進學街１５０號,萬建村,14-20
573,石光社區發展協會運動教室(舊石光派出所旁),屏東縣佳冬鄉玉光村中山路１號,石光村,1-13
574,石光社區發展協會(舊石光派出所),屏東縣佳冬鄉玉光村中山路１號,石光村,14-25
575,玉光國小教室,屏東縣佳冬鄉玉光村民學路８１號,玉光村,1-16
576,玉光國小教室,屏東縣佳冬鄉玉光村民學路８１號,玉光村,17-28
577,昌隆社區活動中心,屏東縣佳冬鄉昌隆村東昌路２９號,昌隆村,全村
578,大同社區活動中心,屏東縣佳冬鄉大同村武丁路３４號,大同村,全村
579,豐隆社區活動中心,屏東縣佳冬鄉豐隆村西昌路１７號,豐隆村,全村
580,羌園長壽俱樂部,屏東縣佳冬鄉羌園村內館路３５號,羌園村,全村
581,代天府,屏東縣佳冬鄉燄溫村北興路３４之１８號,燄溫村,全村
582,慈慧宮,屏東縣佳冬鄉塭豐村塭田路１９５號,塭豐村,1-8
583,塭豐社區活動中心,屏東縣佳冬鄉塭豐村塭田路２０６號,塭豐村,9-14
琉球鄉,,,,
584,本福社區活動中心,屏東縣琉球鄉本福村民生路５－３號,本福村,1-17
585,琉球鄉立圖書館,屏東縣琉球鄉本福村中山路４９－１６號,本福村,18-23
586,中福社區活動中心,屏東縣琉球鄉中福村三民路７巷２０號２樓,中福村,全村
587,漁福村活動中心,屏東縣琉球鄉漁福村本漁路８１巷５號,漁福村,全村
588,大福社區活動中心,屏東縣琉球鄉大福村和平路３巷１４－１號,大福村,全村
589,南福社區活動中心,屏東縣琉球鄉南福村忠孝路１－１０號,南福村,全村
590,天福社區活動中心,屏東縣琉球鄉天福村中正路３巷,天福村,全村
591,上福社區活動中心,屏東縣琉球鄉杉福村復興路１巷１－８號１樓,上福村,全村
592,杉福社區活動中心,屏東縣琉球鄉杉福村復興路１巷１－８號地下室,杉福村,全村
車城鄉,,,,
593,海口社區活動中心,屏東縣車城鄉海口村海口路５８號,海口村,全村
594,屏東農田水利會恆春工作站,屏東縣車城鄉田中村中山路１６６號,田中村,全村
595,車城鄉老人會臨時會館,屏東縣車城鄉福興村中正路２１－１號,福興村,1-11
596,車城國民小學學生活動中心,屏東縣車城鄉福興村中山路６６號,福興村,12-18
597,興安社區活動中心,屏東縣車城鄉福安村福安路７５號,福安村,全村
598,統埔社區活動中心,屏東縣車城鄉統埔村統埔路４６號,統埔村,全村
599,溫泉社區活動中心,屏東縣車城鄉溫泉村文化路３－２號,溫泉村,全村
600,保力社區活動中心,屏東縣車城鄉保力村龍井路１－３２號,保力村,"1-12,26"
601,車城國民小學保力分校,屏東縣車城鄉保力村保力路３０號,保力村,13-25
602,新街社區活動中心,屏東縣車城鄉新街村新街路４０號,新街村,全村
603,車城國民小學射寮分校,屏東縣車城鄉埔墘村埔墘路３８號,埔墘村,全村
604,射寮社區活動中心,屏東縣車城鄉射寮村射寮路８７號,射寮村,全村
605,後灣社區活動中心,屏東縣車城鄉後灣村後灣路９７號,後灣村,全村
滿州鄉,,,,
606,滿州村活動中心,屏東縣滿州鄉滿州村中山路１０７號,滿州村,全村
607,里德村活動中心,屏東縣滿州鄉里德村山頂路６３－１號,里德村,全村
608,响林村活動中心,屏東縣滿州鄉响林村福德路６４巷３號,响林村,全村
609,永靖社區長壽俱樂部,屏東縣滿州鄉永靖村庄內路１８號,永靖村,全村
610,港口村活動中心,屏東縣滿州鄉港口村港口路４２號,港口村,全村
611,長樂村長壽俱樂部,屏東縣滿州鄉長樂村和平路２１－２號,長樂村,全村
612,九棚村活動中心,屏東縣滿州鄉九棚村水燭路１號,九棚村,全村
613,港仔村活動中心,屏東縣滿州鄉港仔村港仔路６５號,港仔村,全村
枋山鄉,,,,
614,加祿國民小學枋山分校教室,屏東縣枋山鄉枋山村枋山路６號,枋山村,1-6
615,成功社區活動中心,屏東縣枋山鄉枋山村莿桐路６０號,枋山村,7-12
